status,ipAddress,host,request,userAgent,countryCode,sizeBytes,durationSecs,timestamp
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/notifications HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,36,4.281,2026-09-18T09:15:53.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/notifications HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,36,7.515,2026-09-18T09:15:23.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/dashboard HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,548,16.692,2026-09-18T09:15:12.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/leads? HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,63077,38.633,2026-09-18T09:15:08.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/leads/pipeline HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,63062,36.907,2026-09-18T09:15:08.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/leads/meta/facets HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,924,34.154,2026-09-18T09:15:08.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/leads/import/confirm HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,87,1265.949,2026-09-18T09:15:08.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"POST /api/leads/import/preview HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,50197,154.106,2026-09-18T09:15:01.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/notifications HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,36,5.405,2026-09-18T09:14:53.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/users HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,483,10.592,2026-09-18T09:14:51.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/leads/pipeline HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,146,9.733,2026-09-18T09:14:29.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/leads/pipeline HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,146,15.352,2026-09-18T09:14:29.000000Z
200,2401:4900:1cb8:e61a:3c5b:8180:9df:6928,operations.octagramai.com,"GET /api/leads/meta/facets HTTP/1.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",IN,130,11.329,2026-09-18T09:14:29.000000Z
